user,item,label
d_d009086,spot_19,4.0
d_d001846,spot_16,4.0
d_d006122,spot_400,5.0
d_d002087,spot_41,5.0
d_d002397,spot_103,5.0
d_d006832,spot_16,5.0
d_d003671,spot_62,5.0
d_d001557,spot_206,2.0
d_d001839,spot_58,4.0
d_d002034,spot_832,4.0
d_d012426,spot_184,3.0
d_d004005,spot_758,5.0
d_d005364,spot_283,2.0
d_d010849,spot_41,5.0
d_d009379,spot_31,2.0
d_d006018,spot_496,5.0
d_d009467,spot_218,4.0
d_d009830,spot_125,5.0
d_d002906,spot_120,4.0
d_d001729,spot_27,3.0
d_d002397,spot_82,3.0
d_d000372,spot_16,4.0
d_d003543,spot_33,5.0
d_d001300,spot_130,4.0
d_d001738,spot_71,3.0
d_d001395,spot_386,3.0
d_d002317,spot_16,3.0
d_d001824,spot_25,3.0
d_d006121,spot_270,5.0
d_d005455,spot_13,5.0
d_d000682,spot_12,5.0
d_d002070,spot_130,4.0
d_d000892,spot_30,5.0
d_d009825,spot_580,5.0
d_d000233,spot_13,4.0
d_d001084,spot_169,5.0
d_d010617,spot_30,5.0
d_d007489,spot_385,4.0
d_d000022,spot_517,5.0
d_d003752,spot_148,5.0
d_d002126,spot_41,3.0
d_d007600,spot_101,5.0
d_d004605,spot_92,3.0
d_d001406,spot_407,4.0
d_d007488,spot_367,4.0
d_d008119,spot_103,5.0
d_d000247,spot_1,4.0
d_d003108,spot_1083,4.0
d_d009475,spot_74,5.0
d_d009443,spot_1084,4.0
d_d002943,spot_16,4.0
d_d009925,spot_141,4.0
d_d000423,spot_5,4.0
d_d005475,spot_635,4.0
d_d007523,spot_25,4.0
d_d006384,spot_82,4.0
d_d001729,spot_13,4.0
d_d001593,spot_16,2.0
d_d005729,spot_167,5.0
d_d000820,spot_51,5.0
d_d001221,spot_142,3.0
d_d002671,spot_1085,3.0
d_d002165,spot_635,3.0
d_d008228,spot_82,3.0
d_d003650,spot_65,5.0
d_d009808,spot_3,4.0
d_d000105,spot_57,4.0
d_d000466,spot_169,4.0
d_d011698,spot_163,4.0
d_d004964,spot_10,5.0
d_d002845,spot_375,4.0
d_d012358,spot_1086,5.0
d_d005290,spot_54,4.0
d_d009480,spot_278,5.0
d_d004201,spot_88,4.0
d_d012463,spot_92,4.0
d_d005976,spot_112,3.0
d_d001379,spot_100,3.0
d_d008184,spot_346,5.0
d_d010245,spot_283,5.0
d_d007728,spot_1088,5.0
d_d003563,spot_30,3.0
d_d007128,spot_218,4.0
d_d001495,spot_101,5.0
d_d009042,spot_19,4.0
d_d005357,spot_215,4.0
d_d001288,spot_264,3.0
d_d007475,spot_713,3.0
d_d010373,spot_218,4.0
d_d000218,spot_16,5.0
d_d000776,spot_987,5.0
d_d012426,spot_505,4.0
d_d012344,spot_1090,4.0
d_d008008,spot_83,4.0
d_d003455,spot_288,3.0
d_d003231,spot_128,4.0
d_d000072,spot_404,4.0
d_d003962,spot_97,5.0
d_d001288,spot_401,5.0
d_d005975,spot_245,4.0
d_d002242,spot_8,4.0
d_d001124,spot_18,4.0
d_d000283,spot_33,5.0
d_d002295,spot_49,4.0
d_d011538,spot_201,5.0
d_d006278,spot_274,4.0
d_d008987,spot_2,5.0
d_d002574,spot_94,5.0
d_d000589,spot_212,3.0
d_d009470,spot_101,4.0
d_d012254,spot_127,4.0
d_d002054,spot_163,3.0
d_d000395,spot_51,5.0
d_d002802,spot_88,5.0
d_d005005,spot_16,5.0
d_d000007,spot_690,5.0
d_d001416,spot_367,3.0
d_d005747,spot_78,5.0
d_d010253,spot_109,4.0
d_d000712,spot_69,5.0
d_d000887,spot_1091,4.0
d_d000285,spot_24,4.0
d_d005789,spot_66,5.0
d_d009403,spot_1092,5.0
d_d006312,spot_419,5.0
d_d000041,spot_67,5.0
d_d005360,spot_400,5.0
d_d000766,spot_1093,4.0
d_d000677,spot_58,4.0
d_d009059,spot_189,5.0
d_d000355,spot_83,5.0
d_d009523,spot_677,5.0
d_d003096,spot_174,5.0
d_d002450,spot_30,5.0
d_d000916,spot_509,4.0
d_d002187,spot_18,4.0
d_d007636,spot_400,5.0
d_d004375,spot_91,4.0
d_d000962,spot_58,4.0
d_d000893,spot_99,4.0
d_d006278,spot_2,5.0
d_d004453,spot_325,5.0
d_d005964,spot_75,4.0
d_d002481,spot_130,5.0
d_d004328,spot_1094,3.0
d_d002845,spot_16,4.0
d_d004817,spot_16,4.0
d_d002575,spot_54,4.0
d_d002873,spot_722,5.0
d_d002361,spot_86,4.0
d_d004695,spot_51,5.0
d_d001987,spot_274,5.0
d_d009042,spot_223,5.0
d_d004186,spot_629,5.0
d_d005340,spot_753,5.0
d_d000607,spot_50,3.0
d_d001944,spot_82,4.0
d_d001618,spot_78,5.0
d_d002308,spot_389,4.0
d_d011757,spot_679,4.0
d_d003233,spot_212,5.0
d_d004186,spot_155,4.0
d_d005426,spot_101,4.0
d_d002399,spot_31,5.0
d_d006732,spot_281,4.0
d_d002328,spot_41,2.0
d_d000091,spot_30,5.0
d_d005299,spot_151,5.0
d_d000402,spot_82,3.0
d_d002845,spot_7,4.0
d_d002446,spot_120,5.0
d_d000631,spot_30,5.0
d_d006751,spot_142,2.0
d_d006186,spot_440,3.0
d_d009245,spot_31,4.0
d_d000669,spot_282,5.0
d_d000538,spot_94,5.0
d_d007806,spot_6,4.0
d_d008980,spot_1098,4.0
d_d002574,spot_57,5.0
d_d006262,spot_218,5.0
d_d004100,spot_362,5.0
d_d004817,spot_691,5.0
d_d010344,spot_163,5.0
d_d003134,spot_513,5.0
d_d000572,spot_30,5.0
d_d006209,spot_37,5.0
d_d010557,spot_1100,4.0
d_d004316,spot_127,3.0
d_d002643,spot_99,5.0
d_d001367,spot_44,5.0
d_d001357,spot_82,5.0
d_d000049,spot_132,5.0
d_d002780,spot_27,5.0
d_d004315,spot_82,5.0
d_d003179,spot_180,5.0
d_d001396,spot_107,5.0
d_d002187,spot_629,5.0
d_d006013,spot_1101,5.0
d_d009988,spot_18,4.0
d_d006312,spot_169,5.0
d_d009025,spot_126,5.0
d_d004801,spot_92,5.0
a_a004595,spot_16,4.0
d_d004849,spot_13,5.0
d_d002482,spot_62,5.0
d_d000224,spot_33,4.0
d_d001367,spot_147,5.0
d_d010195,spot_222,3.0
d_d009647,spot_99,4.0
d_d001347,spot_109,5.0
d_d010667,spot_62,5.0
d_d002465,spot_829,4.0
d_d005144,spot_96,5.0
d_d007377,spot_276,5.0
d_d001432,spot_613,3.0
d_d002878,spot_8,5.0
d_d002450,spot_99,3.0
d_d006219,spot_82,4.0
d_d002563,spot_1102,4.0
d_d002590,spot_168,3.0
d_d001843,spot_92,3.0
d_d003084,spot_255,5.0
d_d002327,spot_245,4.0
d_d002588,spot_78,5.0
d_d010442,spot_274,5.0
d_d005976,spot_293,4.0
d_d010253,spot_168,5.0
d_d004850,spot_8,5.0
d_d007634,spot_327,2.0
d_d010825,spot_92,4.0
d_d004410,spot_416,5.0
d_d012427,spot_54,2.0
d_d006951,spot_23,5.0
d_d000685,spot_724,5.0
d_d000418,spot_184,5.0
d_d004838,spot_82,5.0
d_d005079,spot_211,5.0
d_d001076,spot_679,4.0
d_d000315,spot_1103,5.0
d_d002865,spot_408,2.0
d_d001416,spot_3,4.0
d_d003157,spot_1104,5.0
d_d000799,spot_130,4.0
d_d001927,spot_3,5.0
d_d006902,spot_680,4.0
d_d001821,spot_41,5.0
d_d000794,spot_42,4.0
d_d007128,spot_51,3.0
d_d000103,spot_13,3.0
d_d000265,spot_781,4.0
d_d001078,spot_58,5.0
d_d000589,spot_16,4.0
d_d002432,spot_288,4.0
d_d004850,spot_500,5.0
d_d004905,spot_151,4.0
d_d000357,spot_105,5.0
d_d007988,spot_5,5.0
d_d001288,spot_675,4.0
d_d002613,spot_169,5.0
d_d000045,spot_76,4.0
d_d000104,spot_54,4.0
d_d002624,spot_30,5.0
d_d000747,spot_1106,5.0
d_d010315,spot_132,5.0
d_d002195,spot_326,5.0
d_d002359,spot_1107,5.0
d_d002218,spot_82,4.0
d_d003356,spot_25,5.0
d_d004021,spot_258,3.0
d_d001952,spot_124,5.0
d_d000345,spot_16,3.0
d_d002983,spot_47,5.0
d_d007806,spot_16,3.0
d_d002192,spot_151,5.0
d_d009723,spot_30,5.0
d_d002196,spot_16,4.0
d_d004698,spot_104,5.0
d_d010107,spot_25,5.0
d_d005403,spot_177,4.0
d_d007871,spot_243,4.0
d_d005188,spot_82,5.0
d_d001757,spot_386,5.0
d_d002572,spot_283,5.0
d_d001758,spot_1,3.0
d_d001527,spot_288,4.0
d_d004049,spot_709,4.0
d_d004411,spot_100,3.0
d_d007570,spot_40,5.0
d_d010183,spot_224,4.0
d_d009717,spot_34,4.0
d_d003939,spot_16,5.0
d_d002701,spot_1108,5.0
d_d000684,spot_97,4.0
d_d006390,spot_16,4.0
d_d001839,spot_67,4.0
d_d002993,spot_401,4.0
d_d001879,spot_82,5.0
d_d002575,spot_408,4.0
d_d002089,spot_82,5.0
d_d000852,spot_102,5.0
d_d004285,spot_13,5.0
d_d002443,spot_706,2.0
d_d001878,spot_97,4.0
d_d003964,spot_1109,4.0
d_d003157,spot_1110,5.0
d_d004065,spot_31,4.0
d_d002891,spot_390,5.0
d_d005587,spot_54,5.0
d_d010065,spot_1112,3.0
d_d007988,spot_92,5.0
d_d009956,spot_243,4.0
d_d002035,spot_105,4.0
d_d000054,spot_373,4.0
d_d000291,spot_101,5.0
d_d002558,spot_90,4.0
d_d000049,spot_174,5.0
d_d000012,spot_199,5.0
d_d002094,spot_62,5.0
d_d000158,spot_206,3.0
d_d009267,spot_626,5.0
d_d007486,spot_58,5.0
d_d004093,spot_110,1.0
d_d002718,spot_16,4.0
d_d000922,spot_99,5.0
d_d001215,spot_110,4.0
d_d009194,spot_58,4.0
d_d005437,spot_192,3.0
d_d000693,spot_66,5.0
d_d001901,spot_163,5.0
d_d007630,spot_58,5.0
d_d009484,spot_249,4.0
d_d001903,spot_146,1.0
d_d006232,spot_164,4.0
d_d005947,spot_372,5.0
d_d010107,spot_212,5.0
d_d009002,spot_25,4.0
d_d001554,spot_30,5.0
d_d004042,spot_486,4.0
d_d002070,spot_151,4.0
d_d001883,spot_103,4.0
d_d006306,spot_1115,5.0
d_d001464,spot_13,5.0
d_d002493,spot_618,5.0
d_d005079,spot_1117,1.0
d_d007467,spot_1118,4.0
d_d004730,spot_408,5.0
d_d007057,spot_1119,5.0
d_d000868,spot_1120,4.0
d_d012306,spot_239,3.0
d_d008042,spot_605,5.0
d_d009475,spot_6,5.0
d_d000391,spot_131,5.0
d_d006902,spot_601,3.0
d_d000615,spot_58,5.0
d_d004483,spot_319,4.0
d_d000766,spot_1121,3.0
d_d010849,spot_104,5.0
d_d000040,spot_164,5.0
d_d000248,spot_467,5.0
d_d009830,spot_30,5.0
d_d001811,spot_99,4.0
d_d002325,spot_101,4.0
d_d005892,spot_448,5.0
d_d005410,spot_1122,5.0
d_d000475,spot_1123,5.0
d_d006300,spot_57,5.0
d_d004646,spot_78,5.0
d_d000668,spot_57,4.0
d_d000821,spot_737,5.0
d_d000799,spot_54,4.0
d_d001934,spot_375,5.0
d_d004978,spot_16,4.0
d_d005200,spot_27,5.0
d_d009886,spot_103,5.0
d_d000159,spot_69,5.0
d_d000902,spot_544,5.0
d_d002671,spot_83,4.0
d_d002349,spot_64,4.0
d_d002264,spot_83,5.0
d_d007169,spot_16,5.0
d_d009048,spot_18,4.0
d_d009206,spot_225,5.0
d_d002005,spot_67,5.0
d_d000743,spot_364,5.0
d_d005113,spot_174,5.0
d_d001353,spot_125,5.0
d_d004833,spot_324,5.0
d_d006659,spot_58,5.0
d_d002079,spot_40,5.0
d_d004829,spot_1127,4.0
d_d001378,spot_1128,4.0
d_d004479,spot_141,2.0
d_d010253,spot_62,5.0
d_d008211,spot_104,5.0
d_d009194,spot_174,5.0
d_d002239,spot_16,3.0
d_d001666,spot_46,4.0
d_d004075,spot_413,5.0
d_d002558,spot_44,4.0
d_d000331,spot_101,4.0
d_d002185,spot_335,5.0
d_d004823,spot_485,2.0
d_d001748,spot_802,5.0
d_d003313,spot_58,5.0
d_d003617,spot_1129,3.0
d_d009521,spot_92,5.0
d_d001580,spot_163,5.0
d_d006136,spot_234,4.0
d_d005340,spot_82,5.0
d_d001406,spot_99,5.0
d_d005091,spot_78,5.0
d_d004583,spot_99,5.0
d_d009389,spot_126,4.0
d_d003907,spot_51,5.0
d_d009779,spot_60,4.0
d_d000159,spot_741,5.0
d_d010253,spot_41,5.0
d_d010462,spot_142,5.0
d_d000431,spot_16,5.0
d_d002234,spot_47,5.0
d_d009825,spot_400,5.0
d_d000126,spot_910,4.0
d_d009158,spot_132,4.0
d_d006166,spot_910,5.0
d_d006979,spot_82,3.0
d_d006737,spot_177,5.0
d_d000396,spot_16,3.0
d_d007698,spot_219,3.0
d_d005087,spot_143,4.0
d_d002845,spot_160,4.0
d_d007052,spot_1130,5.0
d_d007722,spot_259,5.0
d_d009016,spot_83,4.0
d_d004432,spot_91,4.0
d_d001436,spot_78,5.0
d_d000040,spot_936,5.0
d_d010134,spot_2,5.0
d_d006652,spot_584,4.0
d_d004070,spot_41,5.0
d_d009073,spot_30,5.0
d_d001949,spot_229,4.0
d_d002052,spot_120,4.0
d_d001764,spot_768,4.0
d_d003050,spot_1133,2.0
d_d000628,spot_120,5.0
d_d003045,spot_25,3.0
d_d000293,spot_82,4.0
d_d009421,spot_177,5.0
d_d000668,spot_30,4.0
d_d000248,spot_362,4.0
d_d001399,spot_593,5.0
d_d005514,spot_634,4.0
d_d000116,spot_74,3.0
d_d002329,spot_835,4.0
d_d008975,spot_120,5.0
d_d000806,spot_324,4.0
d_d004302,spot_13,5.0
d_d001404,spot_44,5.0
d_d000666,spot_255,4.0
d_d002198,spot_7,4.0
d_d001033,spot_550,4.0
d_d010065,spot_936,4.0
d_d003763,spot_218,5.0
d_d000712,spot_780,4.0
d_d000274,spot_8,5.0
d_d007397,spot_11,5.0
d_d004850,spot_13,5.0
d_d006732,spot_110,4.0
d_d009374,spot_51,5.0
d_d000871,spot_519,4.0
d_d001340,spot_58,4.0
d_d001653,spot_853,3.0
d_d003784,spot_82,5.0
d_d000288,spot_6,5.0
d_d001544,spot_220,4.0
d_d010172,spot_131,4.0
d_d005892,spot_90,4.0
d_d006713,spot_168,5.0
d_d000799,spot_1134,3.0
d_d000672,spot_759,4.0
d_d005569,spot_254,4.0
d_d004404,spot_69,4.0
d_d005584,spot_155,5.0
d_d009748,spot_408,4.0
d_d002185,spot_165,4.0
d_d007987,spot_30,5.0
d_d000516,spot_1135,5.0
d_d002397,spot_78,4.0
d_d006688,spot_102,5.0
d_d004098,spot_7,4.0
d_d000946,spot_10,5.0
d_d009833,spot_168,3.0
d_d011471,spot_755,5.0
d_d000253,spot_911,5.0
d_d002771,spot_82,5.0
d_d011471,spot_2,5.0
d_d011086,spot_985,5.0
d_d000810,spot_1136,3.0
d_d009149,spot_1137,4.0
d_d004842,spot_212,5.0
d_d002716,spot_73,5.0
d_d000175,spot_82,4.0
d_d002485,spot_7,5.0
d_d002094,spot_130,5.0
d_d001601,spot_16,4.0
d_d001838,spot_141,3.0
d_d001084,spot_141,5.0
d_d000689,spot_29,2.0
d_d000296,spot_97,5.0
d_d003510,spot_30,5.0
d_d010870,spot_109,5.0
d_d005903,spot_252,4.0
d_d008030,spot_408,4.0
d_d002221,spot_387,5.0
d_d001470,spot_130,5.0
d_d000624,spot_1140,4.0
d_d000595,spot_30,5.0
d_d005326,spot_671,5.0
d_d001879,spot_131,4.0
d_d004049,spot_1141,5.0
d_d003676,spot_192,4.0
d_d001785,spot_16,4.0
d_d001580,spot_132,5.0
d_d007809,spot_224,5.0
d_d007774,spot_78,5.0
d_d002522,spot_229,5.0
d_d004738,spot_288,3.0
d_d002631,spot_1050,4.0
d_d001340,spot_16,4.0
d_d002590,spot_83,3.0
d_d002298,spot_7,5.0
d_d001198,spot_99,5.0
d_d007058,spot_226,4.0
d_d001673,spot_13,4.0
d_d003131,spot_362,5.0
d_d001884,spot_101,3.0
d_d003125,spot_308,5.0
d_d002157,spot_135,4.0
d_d001615,spot_110,5.0
d_d000033,spot_1142,4.0
d_d001637,spot_82,5.0
d_d001367,spot_57,5.0
d_d000538,spot_54,4.0
d_d003472,spot_181,5.0
d_d004343,spot_132,4.0
d_d009245,spot_516,4.0
d_d000784,spot_88,4.0
d_d007548,spot_243,3.0
d_d001292,spot_94,4.0
d_d007630,spot_130,5.0
d_d007088,spot_155,5.0
d_d001291,spot_484,5.0
d_d009310,spot_8,4.0
d_d006855,spot_199,5.0
d_d006063,spot_131,5.0
d_d000323,spot_245,5.0
d_d006932,spot_411,4.0
d_d004166,spot_1145,5.0
d_d000112,spot_222,5.0
d_d001730,spot_180,5.0
d_d012296,spot_192,5.0
d_d001143,spot_1146,5.0
d_d004725,spot_82,4.0
d_d007674,spot_601,5.0
d_d005969,spot_130,4.0
d_d000249,spot_83,5.0
d_d002530,spot_408,4.0
d_d000595,spot_151,5.0
d_d001192,spot_147,5.0
d_d001499,spot_1147,4.0
d_d009621,spot_228,5.0
d_d000309,spot_101,5.0
d_d009590,spot_82,4.0
d_d009106,spot_815,4.0
d_d002035,spot_435,5.0
a_a012195,spot_82,4.0
d_d011538,spot_385,5.0
d_d001473,spot_174,3.0
d_d004906,spot_298,4.0
d_d004646,spot_100,5.0
d_d001443,spot_44,4.0
d_d000006,spot_202,4.0
d_d002004,spot_13,5.0
d_d001434,spot_201,4.0
d_d007463,spot_25,5.0
d_d010207,spot_83,4.0
d_d005094,spot_389,4.0
d_d007987,spot_102,5.0
d_d011721,spot_88,5.0
d_d010383,spot_47,4.0
d_d009574,spot_67,5.0
d_d004854,spot_67,5.0
d_d003829,spot_213,4.0
d_d003281,spot_37,4.0
d_d001060,spot_125,5.0
d_d012322,spot_6,5.0
d_d002413,spot_988,4.0
d_d001558,spot_30,5.0
d_d000299,spot_163,5.0
d_d002241,spot_155,4.0
d_d002220,spot_103,4.0
d_d001846,spot_1149,4.0
d_d004872,spot_201,5.0
d_d002147,spot_126,5.0
d_d003657,spot_286,5.0
d_d011350,spot_82,5.0
d_d000867,spot_496,5.0
d_d004219,spot_128,5.0
d_d000955,spot_421,5.0
d_d000091,spot_152,5.0
d_d001471,spot_131,4.0
d_d008115,spot_236,5.0
d_d001078,spot_13,5.0
d_d002613,spot_844,5.0
d_d009921,spot_82,4.0
d_d010230,spot_163,5.0
d_d005165,spot_58,5.0
d_d002928,spot_219,4.0
d_d005520,spot_46,5.0
d_d002773,spot_94,5.0
d_d005291,spot_11,4.0
d_d004483,spot_124,5.0
d_d000248,spot_102,4.0
d_d006716,spot_254,3.0
c_c005613,spot_16,3.0
d_d009588,spot_152,5.0
d_d003196,spot_274,4.0
d_d009609,spot_82,5.0
d_d002758,spot_201,4.0
d_d000591,spot_62,4.0
d_d006980,spot_274,5.0
d_d010107,spot_192,5.0
d_d003543,spot_368,4.0
d_d002416,spot_30,5.0
d_d000324,spot_1153,5.0
d_d001083,spot_47,5.0
d_d002575,spot_303,4.0
d_d000479,spot_212,4.0
d_d000916,spot_6,4.0
d_d001839,spot_58,4.0
d_d007124,spot_16,5.0
d_d006832,spot_33,5.0
d_d001805,spot_136,5.0
d_d001540,spot_151,5.0
d_d005403,spot_286,4.0
d_d011819,spot_1154,3.0
d_d003356,spot_44,5.0
d_d004961,spot_131,5.0
d_d002819,spot_82,2.0
d_d004046,spot_174,5.0
d_d000213,spot_220,4.0
d_d003691,spot_312,5.0
d_d004052,spot_1156,4.0
d_d007742,spot_435,4.0
d_d002176,spot_13,4.0
d_d000619,spot_67,5.0
d_d002591,spot_184,5.0
d_d010341,spot_102,5.0
d_d001586,spot_243,5.0
d_d008081,spot_239,5.0
d_d010056,spot_109,5.0
d_d006290,spot_127,4.0
d_d000825,spot_199,4.0
d_d005782,spot_346,5.0
d_d001247,spot_92,4.0
d_d001187,spot_192,4.0
d_d004093,spot_129,5.0
d_d001879,spot_147,4.0
d_d010211,spot_303,5.0
d_d000141,spot_82,4.0
d_d001307,spot_83,4.0
d_d000689,spot_677,4.0
d_d006167,spot_228,5.0
d_d001580,spot_18,4.0
d_d005514,spot_584,5.0
d_d011698,spot_1159,4.0
d_d001937,spot_58,5.0
d_d000290,spot_421,4.0
d_d002564,spot_54,4.0
d_d002802,spot_132,5.0
d_d002361,spot_5,4.0
d_d001542,spot_170,3.0
d_d007184,spot_182,4.0
d_d001207,spot_92,5.0
d_d003531,spot_498,4.0
d_d004888,spot_57,5.0
d_d003099,spot_51,5.0
d_d010207,spot_31,4.0
d_d010199,spot_75,5.0
d_d001613,spot_177,5.0
d_d007637,spot_82,5.0
d_d004509,spot_367,4.0
d_d002718,spot_58,5.0
d_d001589,spot_446,3.0
d_d010634,spot_58,4.0
d_d008039,spot_37,5.0
d_d000208,spot_386,5.0
d_d010344,spot_54,3.0
d_d006657,spot_104,5.0
d_d010012,spot_1165,5.0
d_d000326,spot_13,5.0
d_d004464,spot_2,5.0
d_d009124,spot_57,4.0
d_d007389,spot_27,4.0
d_d004124,spot_7,5.0
d_d001260,spot_1166,5.0
d_d001776,spot_433,4.0
d_d001122,spot_609,5.0
d_d008982,spot_13,5.0
d_d002643,spot_41,5.0
d_d005761,spot_16,5.0
d_d012341,spot_375,4.0
d_d001259,spot_8,5.0
d_d001607,spot_657,3.0
d_d002716,spot_507,5.0
d_d000281,spot_54,4.0
d_d000263,spot_130,4.0
d_d002369,spot_131,5.0
d_d001272,spot_8,4.0
d_d011086,spot_173,4.0
d_d003932,spot_431,5.0
d_d006688,spot_492,5.0
d_d005801,spot_601,5.0
d_d005584,spot_176,3.0
d_d010226,spot_16,5.0
d_d000040,spot_239,5.0
d_d001436,spot_82,4.0
d_d012361,spot_107,4.0
d_d009147,spot_125,5.0
d_d006740,spot_57,5.0
d_d001418,spot_101,5.0
d_d002845,spot_82,4.0
d_d002758,spot_242,5.0
d_d011423,spot_104,3.0
d_d007798,spot_27,4.0
d_d001916,spot_168,4.0
d_d010521,spot_101,3.0
d_d005501,spot_57,5.0
d_d001816,spot_141,5.0
d_d000327,spot_47,4.0
d_d000170,spot_212,5.0
d_d004817,spot_82,4.0
d_d002382,spot_169,4.0
d_d004830,spot_54,4.0
d_d010447,spot_75,3.0
d_d006307,spot_1170,5.0
d_d001387,spot_19,3.0
d_d002965,spot_7,4.0
d_d000158,spot_132,4.0
d_d007806,spot_44,3.0
d_d003179,spot_44,4.0
d_d007637,spot_104,5.0
d_d004961,spot_103,5.0
d_d009398,spot_83,4.0
d_d005585,spot_389,5.0
d_d001737,spot_7,5.0
d_d001659,spot_76,4.0
d_d001381,spot_19,4.0
d_d002978,spot_82,4.0
d_d007488,spot_41,5.0
d_d000546,spot_30,3.0
d_d001406,spot_440,5.0
d_d009928,spot_253,5.0
d_d000025,spot_16,5.0
d_d000973,spot_1172,3.0
d_d010103,spot_57,2.0
d_d000524,spot_131,3.0
d_d005964,spot_243,5.0
d_d001472,spot_201,3.0
d_d001263,spot_163,5.0
d_d001574,spot_30,4.0
d_d001121,spot_58,5.0
d_d007774,spot_82,4.0
d_d002264,spot_62,5.0
d_d006390,spot_88,5.0
d_d001961,spot_51,4.0
d_d001916,spot_141,4.0
d_d003910,spot_1173,4.0
d_d004266,spot_312,5.0
d_d001593,spot_41,2.0
d_d009391,spot_107,5.0
d_d004404,spot_8,4.0
d_d001937,spot_19,3.0
d_d006322,spot_51,5.0
d_d007389,spot_57,4.0
d_d003989,spot_103,5.0
d_d001475,spot_13,5.0
d_d003286,spot_101,5.0
b_b001930,spot_303,4.0
d_d000898,spot_163,3.0
d_d001182,spot_25,4.0
d_d003851,spot_41,2.0
d_d007388,spot_235,2.0
d_d000630,spot_105,5.0
d_d001542,spot_82,4.0
d_d010363,spot_385,4.0
d_d004403,spot_31,5.0
d_d000391,spot_16,3.0
d_d001588,spot_41,5.0
d_d002242,spot_131,3.0
d_d002478,spot_475,4.0
d_d010217,spot_6,5.0
d_d001171,spot_16,5.0
d_d000693,spot_274,5.0
d_d004918,spot_40,3.0
d_d002459,spot_88,5.0
d_d012439,spot_129,5.0
d_d010253,spot_385,4.0
d_d010442,spot_152,5.0
d_d000639,spot_475,5.0
d_d002850,spot_7,3.0
d_d001794,spot_103,4.0
d_d000466,spot_276,3.0
d_d007871,spot_16,4.0
d_d001431,spot_58,4.0
d_d003259,spot_168,5.0
d_d003152,spot_221,4.0
d_d006185,spot_82,4.0
d_d006363,spot_30,5.0
d_d012236,spot_16,3.0
d_d010225,spot_103,5.0
d_d002070,spot_107,4.0
d_d010442,spot_472,5.0
d_d000221,spot_313,4.0
d_d002095,spot_18,4.0
d_d001970,spot_634,4.0
d_d003211,spot_16,3.0
d_d006709,spot_103,4.0
d_d000178,spot_88,4.0
d_d002701,spot_40,5.0
d_d006195,spot_16,3.0
d_d010012,spot_75,5.0
d_d002757,spot_435,5.0
d_d002694,spot_269,4.0
d_d005209,spot_25,5.0
d_d002288,spot_13,4.0
d_d010870,spot_118,5.0
d_d000219,spot_90,4.0
d_d009717,spot_132,5.0
d_d000795,spot_62,5.0
d_d001448,spot_82,4.0
d_d001856,spot_46,5.0
d_d007735,spot_33,5.0
d_d002134,spot_18,3.0
d_d009137,spot_10,2.0
d_d001987,spot_13,5.0
d_d012237,spot_46,5.0
d_d001916,spot_104,5.0
d_d007662,spot_92,4.0
d_d011177,spot_16,3.0
d_d009464,spot_212,4.0
d_d000143,spot_600,5.0
d_d002985,spot_101,4.0
d_d001982,spot_51,5.0
d_d002954,spot_141,5.0
d_d003517,spot_533,4.0
d_d000870,spot_132,5.0
d_d005050,spot_16,5.0
d_d002891,spot_341,5.0
d_d004054,spot_419,5.0
d_d000033,spot_57,4.0
d_d004407,spot_220,4.0
d_d001396,spot_16,5.0
d_d000757,spot_130,5.0
d_d001247,spot_16,4.0
d_d001615,spot_152,5.0
d_d005584,spot_780,3.0
d_d001444,spot_7,5.0
d_d010842,spot_41,5.0
d_d000507,spot_75,4.0
d_d002202,spot_130,5.0
d_d010758,spot_13,5.0
d_d003986,spot_192,4.0
d_d003258,spot_58,4.0
d_d002824,spot_58,4.0
d_d001825,spot_224,4.0
d_d004203,spot_496,5.0
d_d011027,spot_362,4.0
d_d003989,spot_130,5.0
d_d002004,spot_2,4.0
d_d002459,spot_82,4.0
d_d001404,spot_74,5.0
d_d000669,spot_918,4.0
d_d001699,spot_101,2.0
d_d006932,spot_33,4.0
d_d002869,spot_132,5.0
d_d009263,spot_222,5.0
d_d000507,spot_16,3.0
d_d007759,spot_126,4.0
d_d003681,spot_706,3.0
d_d009590,spot_436,4.0
d_d001818,spot_30,5.0
d_d006839,spot_99,5.0
d_d007863,spot_2,4.0
d_d004100,spot_46,5.0
d_d004002,spot_129,4.0
d_d003720,spot_408,4.0
d_d006746,spot_243,3.0
d_d010272,spot_92,4.0
d_d003989,spot_931,4.0
d_d004695,spot_16,4.0
d_d000670,spot_373,5.0
d_d006716,spot_1179,3.0
d_d007184,spot_58,4.0
d_d000091,spot_88,4.0
d_d006359,spot_228,5.0
d_d004389,spot_54,5.0
d_d003258,spot_1180,4.0
d_d002283,spot_58,4.0
d_d000451,spot_19,4.0
d_d003442,spot_34,5.0
d_d009149,spot_1181,4.0
d_d000096,spot_503,3.0
d_d000130,spot_1133,3.0
d_d001357,spot_8,4.0
d_d009833,spot_658,5.0
d_d005005,spot_692,4.0
d_d009706,spot_31,4.0
d_d002694,spot_104,5.0
d_d000160,spot_212,5.0
d_d007759,spot_7,5.0
d_d001147,spot_107,4.0
d_d001682,spot_57,5.0
d_d001522,spot_131,4.0
d_d001444,spot_259,4.0
d_d005761,spot_25,5.0
d_d002158,spot_7,4.0
